"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2431",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","1","1","-","-","-","-","-","-","1","-","-","-","1","1","-","-","-","-","-","-","-","2","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","1","1","-","-","1","1","-","1","1","3","1","1","2","2","1","1","4","2","2","-","6","4","1","-","-","4","1","-","5","2","5","2","6","3","-","6","81"
"2432",NA,"Yes - cannot hear at all","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","1","-","-","-","-","-","3","14"
"2433",NA,"Total","147","142","156","144","162","176","186","168","207","178","165","182","192","211","202","203","160","166","191","145","201","144","159","155","152","209","155","198","176","149","235","144","171","185","151","199","157","185","171","141","162","132","193","165","121","198","190","143","169","149","205","116","168","148","139","200","109","127","140","85","182","75","96","121","127","167","95","88","95","58","154","51","58","70","56","106","65","43","52","26","80","30","43","50","31","36","30","22","18","9","46","12159"
"2434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435",NA,"AREA # 120101","Insein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2439",NA,"No - no difficulty","1825","1788","1893","1973","2099","1932","1969","2055","2006","2136","2108","2284","2422","2702","2729","2548","2746","2928","3488","3252","3727","3254","3224","3322","3147","3199","2907","2747","3167","2742","3388","2493","2795","2696","2480","2692","2370","2259","2696","2252","2651","1940","2521","2281","2033","2526","2060","2083","2197","1832","2115","1563","1891","1870","1592","1709","1511","1360","1404","1172","1511","912","1015","1000","846","1048","738","837","723","427","653","375","448","460","428","607","393","308","350","203","298","200","212","200","152","178","161","101","97","62","238","157932"
"2440",NA,"Yes - some difficulty","1","3","2","1","1","2","1","1","2","3","1","2","4","3","6","1","1","3","2","1","5","4","1","5","8","2","4","3","4","2","7","1","1","4","2","2","4","3","4","4","3","7","4","7","8","16","15","14","11","11","16","9","8","14","11","16","13","9","17","15","20","7","14","22","22","20","9","18","17","18","29","15","15","17","15","41","22","19","19","15","17","20","24","33","24","30","22","13","18","8","69","987"
"2441",NA,"Yes - a lot of difficulty","-","-","-","-","-","-","-","-","-","2","-","-","-","1","-","-","-","1","-","-","-","-","-","-","-","1","-","-","2","-","1","-","-","-","-","1","1","-","-","2","3","-","2","-","1","-","-","-","4","-","-","1","-","1","-","3","-","-","-","-","2","2","-","2","2","2","1","1","4","2","2","1","5","4","-","-","2","3","5","3","5","2","2","1","1","3","4","2","3","1","16","110"
"2442",NA,"Yes - cannot hear at all","-","-","-","1","1","-","1","1","-","-","1","1","2","-","1","-","1","-","-","-","2","1","1","-","2","2","2","-","1","-","2","2","-","1","1","2","2","-","-","-","1","-","4","-","4","2","3","2","1","-","3","-","1","-","1","-","2","2","-","2","1","-","-","-","-","-","2","1","1","1","3","-","-","1","-","3","1","-","1","1","1","4","3","2","-","2","-","1","1","1","6","96"
"2443",NA,"Total","1826","1791","1895","1975","2101","1934","1971","2057","2008","2141","2110","2287","2428","2706","2736","2549","2748","2932","3490","3253","3734","3259","3226","3327","3157","3204","2913","2750","3174","2744","3398","2496","2796","2701","2483","2697","2377","2262","2700","2258","2658","1947","2531","2288","2046","2544","2078","2099","2213","1843","2134","1573","1900","1885","1604","1728","1526","1371","1421","1189","1534","921","1029","1024","870","1070","750","857","745","448","687","391","468","482","443","651","418","330","375","222","321","226","241","236","177","213","187","117","119","72","329","159125"
"2444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445",NA,"AREA # 120102","Mingaladon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2449",NA,"No - no difficulty","2137","2071","2208","2297","2608","2263","2410","2469","2375","2423","2646","2559","2789","3102","3080","2874","2955","3248","4253","3947","4640","4030","3941","3903","3825","3909","3291","3215","3462","3280","3689","2632","2931","2833","2568","2880","2500","2371","2746","2394","2845","2076","2591","2410","2152","2625","2013","1946","2212","1770","2121","1461","1703","1745","1632","1736","1496","1334","1394","1108","1510","830","1033","1030","766","1049","686","816","594","407","606","337","399","383","343","529","346","233","296","154","241","142","133","148","125","136","81","82","53","41","127","171780"
"2450",NA,"Yes - some difficulty","6","-","-","-","1","-","2","4","3","3","2","2","6","4","1","1","-","1","3","-","2","1","4","3","2","3","2","1","6","6","6","5","5","2","5","6","4","3","8","5","7","8","14","13","16","14","11","13","11","14","19","10","24","19","22","25","20","17","25","16","22","20","17","26","27","31","18","26","24","27","35","22","25","25","31","45","35","30","40","25","31","31","33","26","30","33","24","22","10","8","46","1281"
"2451",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","-","-","-","1","-","-","-","1","2","2","-","-","-","-","2","4","-","-","-","-","1","-","-","1","1","-","-","-","1","-","2","-","-","-","2","1","1","1","2","3","1","2","-","1","4","3","-","1","1","4","-","4","2","-","5","2","3","4","1","8","4","3","4","1","2","3","4","3","1","7","5","4","3","3","6","4","4","4","3","3","6","2","6","2","13","175"
"2452",NA,"Yes - cannot hear at all","4","-","1","2","1","-","-","1","-","3","-","2","-","-","1","-","1","1","-","-","3","1","-","1","3","-","1","1","-","1","1","1","2","-","-","-","2","-","2","-","-","-","-","-","-","3","-","-","3","-","2","-","2","-","1","-","1","-","-","-","2","2","-","-","1","3","1","2","2","1","1","-","-","1","1","2","1","-","1","1","1","1","1","3","-","3","2","2","2","-","6","91"
"2453",NA,"Total","2148","2071","2209","2299","2610","2263","2412","2474","2378","2430","2648","2563","2795","3107","3084","2877","2956","3250","4256","3947","4647","4036","3945","3907","3830","3912","3295","3217","3468","3288","3697","2638","2938","2835","2574","2886","2508","2374","2756","2399","2854","2085","2606","2424","2170","2645","2025","1961","2226","1785","2146","1474","1729","1765","1656","1765","1517","1355","1421","1124","1539","854","1053","1060","795","1091","709","847","624","436","644","362","428","412","376","583","387","267","340","183","279","178","171","181","158","175","113","108","71","51","192","173327"
"2454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455",NA,"AREA # 120103","Hmawby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2459",NA,"No - no difficulty","1746","1878","2003","2129","2138","2052","2204","2290","2096","2147","2132","2197","2408","2538","2466","2306","2211","2195","2626","2178","2536","2188","2265","2316","2064","2198","2024","2016","2275","2020","2372","1779","1957","1977","1666","2042","1684","1726","2006","1681","2003","1380","1867","1688","1575","1779","1486","1436","1592","1248","1587","1139","1317","1305","1153","1293","1036","914","1017","773","1037","677","675","704","576","753","493","552","413","289","470","231","276","308","253","404","219","174","218","98","194","97","117","115","61","106","58","45","48","26","115","122122"
"2460",NA,"Yes - some difficulty","5","1","1","-","1","3","2","7","5","3","4","6","7","2","4","6","1","1","1","4","4","2","1","-","4","3","6","4","3","3","4","5","5","6","7","5","4","7","8","5","12","7","17","4","7","6","9","6","14","10","19","7","17","22","25","23","18","22","24","16","40","29","25","23","25","35","21","33","32","15","37","23","28","30","33","54","30","27","43","17","48","25","20","18","22","26","16","10","9","12","49","1290"
"2461",NA,"Yes - a lot of difficulty","1","-","-","1","1","-","-","1","2","-","1","-","-","2","1","-","1","3","-","-","1","-","-","-","-","-","-","-","1","1","-","2","-","1","-","2","1","-","-","1","2","-","1","2","4","1","-","-","2","2","1","1","-","2","-","2","4","2","2","5","2","3","-","1","1","4","2","3","2","-","7","4","5","3","6","7","3","4","-","2","4","3","5","4","6","8","7","4","4","2","11","174"
"2462",NA,"Yes - cannot hear at all","1","-","3","1","1","-","-","1","2","-","5","2","2","-","1","2","-","1","2","-","1","-","-","-","2","1","-","-","-","1","2","-","1","1","1","1","1","1","2","-","-","1","-","2","-","-","1","1","2","-","2","2","-","1","-","1","1","-","3","2","1","-","-","1","-","3","2","-","3","1","1","1","1","1","-","-","-","-","1","1","-","-","2","3","-","2","2","1","2","-","3","90"
"2463",NA,"Total","1753","1879","2007","2131","2141","2055","2206","2299","2105","2150","2142","2205","2417","2542","2472","2314","2213","2200","2629","2182","2542","2190","2266","2316","2070","2202","2030","2020","2279","2025","2378","1786","1963","1985","1674","2050","1690","1734","2016","1687","2017","1388","1885","1696","1586","1786","1496","1443","1610","1260","1609","1149","1334","1330","1178","1319","1059","938","1046","796","1080","709","700","729","602","795","518","588","450","305","515","259","310","342","292","465","252","205","262","118","246","125","144","140","89","142","83","60","63","40","178","123676"
"2464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2465",NA,"AREA # 120104","Hlegu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2467",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2469",NA,"No - no difficulty","2226","2172","2318","2528","2662","2416","2492","2582","2562","2509","2637","2629","2917","2926","2875","2621","2597","2551","2934","2479","2744","2365","2488","2369","2172","2523","2060","2111","2389","2045","2456","1942","1996","2016","1762","2285","1789","1744","2169","1786","2142","1534","2088","1874","1681","2006","1634","1508","1696","1325","1716","1264","1377","1414","1231","1374","1075","1015","1102","765","1058","672","702","744","601","768","498","565","407","274","452","251","295","289","277","442","242","184","255","108","219","118","133","133","86","94","79","55","31","32","121","134850"
"2470",NA,"Yes - some difficulty","7","1","1","2","1","4","4","3","6","6","5","-","3","8","2","3","5","3","3","7","2","4","3","1","4","3","2","3","7","10","2","3","8","9","12","16","3","13","8","6","13","10","12","10","16","20","21","24","15","21","22","24","20","20","28","29","34","23","23","19","42","34","16","34","25","34","32","27","16","17","31","22","25","39","37","59","47","33","37","23","69","26","34","22","24","34","24","15","13","17","45","1550"
"2471",NA,"Yes - a lot of difficulty","2","-","-","-","-","-","-","-","2","-","2","-","3","-","1","3","-","-","-","1","3","3","2","1","1","-","1","-","1","-","4","2","1","1","-","1","1","1","1","-","-","-","2","2","1","1","-","1","3","1","1","-","1","2","-","4","3","2","3","-","4","1","3","2","1","6","2","1","2","-","3","3","1","4","4","8","4","5","7","4","6","-","4","6","4","6","3","2","-","4","9","174"
"2472",NA,"Yes - cannot hear at all","-","-","-","2","1","-","2","-","1","2","1","1","1","2","1","1","-","-","-","1","4","-","2","2","1","2","1","1","1","1","1","1","-","2","1","2","1","2","-","-","-","1","-","1","-","1","-","2","1","-","-","-","1","-","1","-","1","-","-","-","-","1","-","1","-","1","2","1","-","-","1","2","1","-","2","2","1","1","-","3","2","1","-","-","-","1","-","2","-","-","5","80"
"2473",NA,"Total","2235","2173","2319","2532","2664","2420","2498","2585","2571","2517","2645","2630","2924","2936","2879","2628","2602","2554","2937","2488","2753","2372","2495","2373","2178","2528","2064","2115","2398","2056","2463","1948","2005","2028","1775","2304","1794","1760","2178","1792","2155","1545","2102","1887","1698","2028","1655","1535","1715","1347","1739","1288","1399","1436","1260","1407","1113","1040","1128","784","1104","708","721","781","627","809","534","594","425","291","487","278","322","332","320","511","294","223","299","138","296","145","171","161","114","135","106","74","44","53","180","136654"
"2474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475",NA,"AREA # 120105","Taikkyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477",NA,"Disability hearing","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2479",NA,"No - no difficulty","2242","2226","2386","2461","2675","2568","2663","2623","2498","2542","2630","2585","2820","2875","2898","2598","2328","2303","2665","2257","2691","2205","2393","2129","2124","2578","2021","2180","2599","2072","2625","2006","2130","2197","1854","2493","1825","1781","2107","1876","2202","1513","2041","1939","1824","2124","1629","1564","1851","1478","1904","1389","1487","1644","1315","1737","1363","1229","1346","978","1373","788","846","934","805","968","654","698","452","309","606","336","409","421","392","627","371","292","343","172","332","160","190","197","140","175","90","70","67","41","203","140747"
"2480",NA,"Yes - some difficulty","14","9","10","2","6","-","6","7","2","2","5","2","3","4","5","4","6","5","5","1","2","1","3","3","1","4","3","5","7","9","11","1","4","5","3","8","4","11","12","9","7","5","8","7","10","17","11","6","11","10","18","16","19","27","19","37","13","23","24","13","36","23","26","29","20","37","14","32","23","10","25","21","31","30","46","70","43","41","43","25","41","27","37","33","30","33","28","28","13","11","78","1489"
"2481",NA,"Yes - a lot of difficulty","5","1","-","1","-","-","-","1","1","1","1","1","1","1","2","-","1","-","2","4","1","-","-","-","1","2","-","2","-","-","-","1","1","-","3","2","-","1","3","-","-","-","2","-","-","-","1","1","2","1","2","6","1","-","3","3","3","-","3","2","3","1","3","1","5","7","2","5","8","3","4","4","2","7","2","13","2","2","7","1","8","4","5","9","8","12","1","3","4","1","18","225"
"2482",NA,"Yes - cannot hear at all","1","1","-","-","-","1","-","1","1","2","1","1","1","-","2","2","-","-","-","-","3","1","1","-","-","3","3","-","-","-","-","4","-","2","-","-","-","1","1","-","1","1","-","-","-","1","-","1","-","-","1","1","-","-","2","2","2","1","-","3","-","-","-","-","-","2","-","-","-","2","1","1","2","2","1","3","1","1","2","2","2","1","1","2","1","3","2","3","2","-","7","93"
"2483",NA,"Total","2262","2237","2396","2464","2681","2569","2669","2632","2502","2547","2637","2589","2825","2880","2907","2604","2335","2308","2672","2262","2697","2207","2397","2132","2126","2587","2027","2187","2606","2081","2636","2012","2135","2204","1860","2503","1829","1794","2123","1885","2210","1519","2051","1946","1834","2142","1641","1572","1864","1489","1925","1412","1507","1671","1339","1779","1381","1253","1373","996","1412","812","875","964","830","1014","670","735","483","324","636","362","444","460","441","713","417","336","395","200","383","192","233","241","179","223","121","104","86","53","306","142554"
