"","ECLAC/CELADE Redatam+SP 6/23/2023","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94"
"2578",NA,"AREA # 120207","Tamway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2580",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2581",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2582",NA,"No - no difficulty","753","820","790","807","847","757","915","886","908","898","965","1027","1052","1295","1455","1469","1481","1581","1894","1740","2103","1931","1960","1952","1845","1834","1725","1713","1834","1615","1878","1398","1582","1424","1408","1443","1328","1327","1446","1227","1537","1094","1379","1358","1274","1413","1235","1206","1342","1171","1253","983","1153","1088","1112","1123","1026","1005","969","871","1054","709","792","737","590","733","545","564","506","324","404","255","314","275","256","342","233","191","216","144","176","122","131","156","123","120","93","71","60","32","167","89340"
"2583",NA,"Yes - some difficulty","7","3","2","1","-","2","-","1","-","1","-","-","3","1","1","2","2","1","1","-","1","3","3","2","1","1","1","-","1","2","1","1","-","3","1","4","2","2","2","1","3","4","3","8","2","5","5","6","7","10","10","5","13","7","12","11","11","22","21","19","11","26","12","16","20","28","14","18","14","19","18","16","26","16","19","37","24","23","23","19","23","25","12","27","13","22","12","16","10","8","51","862"
"2584",NA,"Yes - a lot of difficulty","1","-","2","-","-","1","1","-","1","-","-","-","2","1","-","-","1","1","1","-","1","1","-","1","1","-","-","-","1","2","2","-","1","2","1","1","-","-","-","1","3","-","2","1","1","-","2","2","5","1","2","1","-","3","1","4","3","4","3","3","7","2","4","4","3","6","4","4","4","5","5","5","6","6","6","10","7","9","9","8","9","5","5","8","6","2","3","2","3","4","24","253"
"2585",NA,"Yes - cannot walk at all","-","-","-","-","1","-","-","-","1","-","1","1","-","-","2","-","2","-","1","1","-","-","1","-","1","-","2","-","1","1","3","-","-","1","2","-","-","-","1","1","-","1","-","1","-","1","1","2","-","-","-","-","-","3","-","2","-","2","1","2","1","2","6","2","1","3","3","2","4","2","2","3","9","7","1","6","4","9","4","5","3","4","4","4","7","6","5","7","3","5","32","196"
"2586",NA,"Total","761","823","794","808","848","760","916","887","910","899","966","1028","1057","1297","1458","1471","1486","1583","1897","1741","2105","1935","1964","1955","1848","1835","1728","1713","1837","1620","1884","1399","1583","1430","1412","1448","1330","1329","1449","1230","1543","1099","1384","1368","1277","1419","1243","1216","1354","1182","1265","989","1166","1101","1125","1140","1040","1033","994","895","1073","739","814","759","614","770","566","588","528","350","429","279","355","304","282","395","268","232","252","176","211","156","152","195","149","150","113","96","76","49","274","90651"
"2587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588",NA,"AREA # 120208","Pazuntaung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2590",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2591",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2592",NA,"No - no difficulty","197","225","228","226","235","217","246","268","254","275","301","284","333","373","422","389","431","506","528","489","589","507","536","527","530","513","442","471","515","403","515","391","395","419","367","437","371","357","406","333","433","313","402","378","378","428","369","359","377","335","433","332","371","382","342","343","312","285","306","241","325","223","241","227","163","200","152","171","140","108","146","72","80","79","87","108","71","53","69","46","72","40","49","29","36","26","34","28","12","9","55","25721"
"2593",NA,"Yes - some difficulty","3","2","-","1","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1","-","-","1","1","-","-","-","1","-","-","-","1","-","-","2","2","2","1","1","2","-","-","-","2","3","2","7","5","2","4","3","5","8","3","4","6","8","4","10","6","9","6","9","12","7","8","12","7","18","8","12","8","10","12","13","11","14","8","9","3","16","10","7","13","7","7","10","8","3","3","25","409"
"2594",NA,"Yes - a lot of difficulty","3","1","-","-","1","-","2","-","-","-","-","-","1","-","1","-","-","-","1","1","-","-","-","-","-","-","1","-","-","1","-","1","-","-","-","1","1","-","1","1","-","1","-","-","-","2","-","-","1","1","1","2","1","-","3","2","1","2","2","1","6","1","-","3","3","2","-","2","-","4","2","4","4","3","1","1","5","5","3","2","6","-","2","1","3","4","1","3","2","1","15","127"
"2595",NA,"Yes - cannot walk at all","3","-","-","-","-","-","-","1","-","-","-","-","1","-","-","1","-","1","-","1","-","-","-","-","1","1","-","-","-","-","2","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-","-","-","2","2","-","-","1","1","-","-","2","-","-","-","-","-","1","2","1","1","-","-","2","1","1","2","-","1","-","-","1","2","3","1","1","5","2","3","4","1","9","67"
"2596",NA,"Total","206","228","228","227","236","217","248","269","254","275","301","284","335","373","423","390","432","507","529","492","589","507","537","528","531","514","443","472","515","404","517","393","395","419","370","440","374","358","408","336","433","314","402","380","381","432","376","364","382","340","437","339","382","387","349","351","322","292","318","248","342","230","250","242","173","210","165","182","159","121","160","84","96","95","102","122","90","67","81","51","95","52","61","44","47","42","47","42","21","14","104","26324"
"2597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2598",NA,"AREA # 120209","Botahtaung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2602",NA,"No - no difficulty","218","208","179","196","222","222","218","228","217","219","221","229","224","334","328","330","353","355","423","434","513","427","455","458","393","438","413","351","383","333","418","322","396","300","324","339","301","293","318","311","360","250","326","323","317","331","367","334","333","326","332","281","322","278","246","293","240","220","271","222","238","155","152","153","123","156","114","123","99","78","98","56","68","76","65","79","73","51","53","36","57","37","30","26","23","29","10","18","13","13","36","21154"
"2603",NA,"Yes - some difficulty","1","-","-","-","-","-","-","-","-","1","-","1","-","-","-","1","-","2","-","3","-","-","-","-","-","2","2","-","-","-","1","1","-","-","-","-","-","3","-","-","2","-","2","2","-","3","2","5","-","1","1","2","4","4","2","3","3","8","4","6","5","3","1","6","9","10","7","3","7","7","11","2","5","8","6","15","8","9","8","10","9","12","4","7","12","7","8","5","2","2","15","295"
"2604",NA,"Yes - a lot of difficulty","1","-","-","-","-","-","1","1","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","1","1","-","-","-","-","-","1","-","2","-","-","1","2","1","-","1","1","1","1","1","-","1","1","1","1","-","-","-","1","-","-","-","4","3","1","1","-","3","2","1","2","2","4","3","2","1","2","1","1","2","3","6","1","4","-","2","75"
"2605",NA,"Yes - cannot walk at all","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","1","-","1","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","1","-","-","2","-","-","1","1","-","-","-","-","-","-","1","-","-","-","2","2","5","1","1","3","1","-","1","1","2","1","1","1","1","1","3","1","1","-","3","3","-","2","2","-","6","55"
"2606",NA,"Total","220","208","179","196","222","222","219","229","217","220","221","230","224","334","328","332","353","358","423","437","513","427","455","458","393","440","416","351","385","333","419","323","396","300","325","340","301","296","318","312","362","251","328","327","317","334","371","341","334","329","334","284","328","284","249","296","244","229","276","229","244","158","153","160","134","168","126","131","110","89","111","58","77","87","74","97","84","65","65","49","70","52","36","34","40","42","24","26","21","15","59","21579"
"2607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2608",NA,"AREA # 120210","Dagon Myothit(South)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2612",NA,"No - no difficulty","2640","2662","2793","2838","3136","2771","2848","3024","3000","2900","3075","3037","3141","3510","3533","3306","3410","3639","4258","3911","4386","3790","3857","3728","3613","3573","3380","3409","3732","3358","3999","2999","3318","3204","2870","3095","2748","2667","3135","2653","3125","2225","2842","2588","2366","2637","2260","2225","2440","1955","2359","1628","1966","1919","1767","1861","1646","1378","1479","1172","1539","960","1089","1102","831","1192","753","878","638","411","615","337","411","392","367","586","345","240","275","164","249","131","161","154","125","147","107","82","62","46","157","187330"
"2613",NA,"Yes - some difficulty","17","10","14","7","16","8","6","10","5","4","6","4","5","5","10","7","7","1","9","6","11","5","11","4","5","4","2","7","15","10","8","6","11","6","10","10","5","11","8","11","15","11","20","18","14","27","20","17","33","31","40","34","37","45","40","55","66","47","50","42","77","49","52","53","47","69","55","62","59","29","74","30","37","42","40","86","62","41","60","23","52","21","36","21","34","44","17","14","11","9","52","2337"
"2614",NA,"Yes - a lot of difficulty","6","2","3","1","3","3","-","3","1","1","2","2","4","5","3","5","2","1","1","2","1","2","1","2","2","-","2","3","1","3","4","-","2","2","1","4","1","1","2","1","-","3","2","5","5","8","2","5","7","3","3","6","6","6","9","6","9","2","6","4","7","5","9","8","10","15","6","16","7","10","16","3","7","10","9","17","20","13","14","6","20","7","11","13","7","16","10","9","5","6","25","519"
"2615",NA,"Yes - cannot walk at all","5","-","1","5","3","3","2","2","-","2","2","4","4","3","1","1","5","2","4","1","1","-","1","2","-","2","4","-","2","3","2","1","-","4","1","-","1","4","-","3","1","1","2","1","2","4","4","6","-","2","1","4","2","5","2","1","3","4","4","4","3","1","6","3","5","7","4","3","6","3","6","3","3","3","5","12","9","7","10","1","11","5","10","4","6","11","7","4","3","6","19","320"
"2616",NA,"Total","2668","2674","2811","2851","3158","2785","2856","3039","3006","2907","3085","3047","3154","3523","3547","3319","3424","3643","4272","3920","4399","3797","3870","3736","3620","3579","3388","3419","3750","3374","4013","3006","3331","3216","2882","3109","2755","2683","3145","2668","3141","2240","2866","2612","2387","2676","2286","2253","2480","1991","2403","1672","2011","1975","1818","1923","1724","1431","1539","1222","1626","1015","1156","1166","893","1283","818","959","710","453","711","373","458","447","421","701","436","301","359","194","332","164","218","192","172","218","141","109","81","67","253","190506"
"2617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618",NA,"AREA # 120211","Dagon Myothit(North)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621",NA,NA,"Under 1","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90 and above","Total"
"2622",NA,"No - no difficulty","1113","1138","1083","1265","1255","1160","1239","1295","1392","1373","1438","1466","1590","1834","1807","1686","1676","1847","2113","1839","2195","1960","1867","1907","1687","1770","1679","1705","1951","1676","2115","1572","1695","1820","1697","1792","1635","1746","1845","1713","2069","1540","1874","1681","1629","1760","1559","1460","1549","1247","1341","1019","1114","1095","1080","1082","987","935","959","922","1100","744","840","875","801","976","779","826","706","536","670","424","468","430","387","446","330","244","271","149","244","161","118","141","94","114","74","68","61","34","117","105766"
"2623",NA,"Yes - some difficulty","9","1","-","2","7","5","3","-","3","1","1","3","2","-","1","4","3","4","1","4","3","3","-","2","-","1","1","2","3","1","2","-","2","6","2","1","2","5","1","3","6","2","5","4","3","9","14","10","11","8","7","9","8","16","12","20","22","19","21","14","20","22","34","23","35","40","42","42","30","33","61","25","27","42","42","58","36","32","37","22","39","23","26","27","24","19","18","18","9","7","46","1273"
"2624",NA,"Yes - a lot of difficulty","-","1","-","1","2","2","-","2","-","2","2","-","4","1","4","-","1","3","-","2","1","2","2","-","2","5","2","-","-","-","-","1","-","1","-","1","-","3","1","1","2","2","3","1","1","-","1","1","1","-","4","-","1","3","5","1","2","2","7","9","7","4","6","2","8","7","9","6","10","6","10","6","6","8","10","9","6","6","8","7","8","5","7","7","9","7","13","4","1","3","21","321"
"2625",NA,"Yes - cannot walk at all","5","1","1","1","-","-","1","-","-","-","1","2","1","2","4","2","-","2","1","2","1","1","1","-","-","1","1","1","-","-","-","-","-","1","-","-","-","2","-","1","1","1","-","-","-","2","1","1","1","1","-","1","2","3","1","2","-","-","2","1","2","-","3","1","1","3","3","4","6","-","6","1","3","6","3","11","6","4","8","7","13","6","6","3","3","3","6","6","2","2","16","200"
"2626",NA,"Total","1127","1141","1084","1269","1264","1167","1243","1297","1395","1376","1442","1471","1597","1837","1816","1692","1680","1856","2115","1847","2200","1966","1870","1909","1689","1777","1683","1708","1954","1677","2117","1573","1697","1828","1699","1794","1637","1756","1847","1718","2078","1545","1882","1686","1633","1771","1575","1472","1562","1256","1352","1029","1125","1117","1098","1105","1011","956","989","946","1129","770","883","901","845","1026","833","878","752","575","747","456","504","486","442","524","378","286","324","185","304","195","157","178","130","143","111","96","73","46","200","107560"
"2627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2628",NA,"AREA # 120212","Dagon Myothit(East)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630",NA,"Disability walking","Age",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
